,Unnamed: 0,Unnamed: 0.1,Hotel Name,Review,Review_Lemma,Keyword,Sentiment,User Contribution,Recency,joy,sadness,fear,disgust,anger,MHRs,Index,abs_Sentiment,new_MHR,Normalized_User_Contribution,Recency_new,Score,Bucket
2,116,124,ibis Bengaluru Outer Ring Road Hotel,I had tears in my eyes and had remembered my mother.,i have tear in my eye and have remember my mother .,tear,-0.434267,1,May-19,0.050467,0.860335,0.094148,0.089686,0.058999,0.111845792,116,0.434267,0.111845792,0.00058309,76 days 00:00:00.000000000,2.673778079,cleanliness
3,123,131,ibis Bengaluru Outer Ring Road Hotel,"There are many people in the cleaning crew who take time to wish you and would come to help instantaneously if something is missing in the room.
","there be many people in the cleaning crew who take time to wish you and would come to help instantaneously if something be miss in the room . 
",cleaning crew,-0.780423,1,Feb-18,0.071936,0.653973,0.262244,0.030017,0.098284,0.107897175,123,0.780423,0.107897175,0.00058309,530 days 00:00:00.000000000,2.489809688,cleanliness
4,119,127,ibis Bengaluru Outer Ring Road Hotel,He is providing another level of comfort whenever you enter into the room by looking at things having their original place and arrangements no matter how much messed you have kept your room.,he be provide another level of comfort whenever you enter into the room by look at thing have their original place and arrangement no matter how much mess you have keep your room .,much mess,-0.626829,1,Aug-18,0.330396,0.193005,0.179319,0.077989,0.353531,0.110271735,119,0.626829,0.110271735,0.00058309,349 days 00:00:00.000000000,2.307550682,cleanliness
5,117,125,ibis Bengaluru Outer Ring Road Hotel,"Mohini, with housekeeping took the time and energy to redo some of my dry cleaning that I mentioned had not been taken care of correctly as a stain was still showing.","Mohini , with housekeeping take the time and energy to redo some of my dry cleaning that i mention have not be take care of correctly as a stain be still show .",dry cleaning,-0.308178,1,Feb-19,0.124114,0.297101,0.06512,0.06492,0.186098,0.10736413,117,0.308178,0.10736413,0.00058309,165 days 00:00:00.000000000,1.792833291,cleanliness
6,115,123,ibis Bengaluru Outer Ring Road Hotel,it was relaxing to come back and see the messy room turned into totally sorted and tidy after a long day at office...,it be relax to come back and see the messy room turn into totally sort and tidy after a long day at office ...,messy room turn,-0.497759,1,May-19,0.580201,0.128342,0.138458,0.078887,0.105609,0.108639821,115,0.497759,0.108639821,0.00058309,76 days 00:00:00.000000000,1.410232135,cleanliness
7,118,126,ibis Bengaluru Outer Ring Road Hotel,"She really helped me find a clean room, don't remember her name though.","she really help me find a clean room , do n't remember her name though .",clean room,-0.611803,3,Dec-18,0.506695,0.186806,0.083606,0.069361,0.102384,0.114909734,118,0.611803,0.114909734,0.001749271,227 days 00:00:00.000000000,1.370987933,cleanliness
8,121,129,ibis Bengaluru Outer Ring Road Hotel,"- cleanliness could be better, finding some hair on bed at check in does not give a clean feeling
","- cleanlines could be well , find some hair on bed at check in do not give a clean feeling 
",clean feeling,-0.369872,40,Mar-18,0.679235,0.123203,0.10238,0.098405,0.035866,0.113266281,121,0.369872,0.113266281,0.023323615,502 days 00:00:00.000000000,1.120330466,cleanliness
0,1032,1255,ibis Bengaluru Outer Ring Road Hotel,In the room the toilet water faucet had a problem.,in the room the toilet water faucet have a problem .,toilet water faucet,-0.766366,707,Apr-18,0.01124,0.215632,0.187865,0.684968,0.230139,0.017974842,1032,0.766366,0.052459272,0.257840992,471 days 00:00:00.000000000,3.586219666,facility
1,1038,1262,ibis Bengaluru Outer Ring Road Hotel,"The reason being room 701 is the last room near emergency exit and it feels annoying when when someone open closes exit doors frequent, it feels as if someone is knocking your door.","the reason be room 701 be the last room near emergency exit and it feel annoying when when someone open close exit door frequent , it feel as if someone be knock your door .",last room,-0.916922,32,Dec-17,0.019764,0.281067,0.337042,0.167316,0.553944,0.018264635,1038,0.916922,0.053305029,0.011670314,592 days 00:00:00.000000000,3.434770915,facility
2,1017,1239,ibis Bengaluru Outer Ring Road Hotel,"- House keeping is worst
- Not sure why they will clean the hallway at night 12
- Make sure to keep your room locked.","- House keeping be bad 
 - not sure why they will clean the hallway at night 12 
 - Make sure to keep your room lock .",House keeping,-0.71677,1,Sep-18,0.00619,0.499158,0.485719,0.125815,0.259903,0.018272982,1017,0.71677,0.053329389,0.000364697,318 days 00:00:00.000000000,3.239798667,facility
3,1048,1275,ibis Bengaluru Outer Ring Road Hotel,"Only thing which bothered me was size of room, not suitable for double occupancy.","Only thing which bother me be size of room , not suitable for double occupancy .",size of room,-0.87295,2,Apr-17,0.065027,0.162409,0.124023,0.210925,0.684688,0.018018122,1048,0.87295,0.052585584,0.000729395,836 days 00:00:00.000000000,3.174846402,facility
4,1052,1280,ibis Bengaluru Outer Ring Road Hotel,And the worst thing is I found their water was stinking.,and the bad thing be i find their water be stinking .,water,-0.91593,1,Feb-17,0.008352,0.325076,0.23133,0.578384,0.237595,0.018026616,1052,0.91593,0.052610374,0.000364697,895 days 00:00:00.000000000,3.095010608,facility
5,1043,1269,ibis Bengaluru Outer Ring Road Hotel,Room service and house keeping done by A Lakshman and Pandey was fat better than my expectations.,Room service and house keeping do by a Lakshman and Pandey be fat well than my expectation .,house keeping,-0.711698,1,Sep-17,0.096316,0.090455,0.11651,0.267244,0.642115,0.018370494,1043,0.711698,0.053613975,0.000364697,683 days 00:00:00.000000000,3.035204146,facility
6,1019,1242,ibis Bengaluru Outer Ring Road Hotel,one of the worst hotel stays of my life-,one of the bad hotel stay of my life-,bad hotel stay of my life,-0.79195,109,Sep-18,0.072003,0.172685,0.198044,0.718047,0.12205,0.018195527,1019,0.79195,0.053103337,0.039752006,318 days 00:00:00.000000000,2.860730181,facility
7,1033,1256,ibis Bengaluru Outer Ring Road Hotel,but everything was so professionally handled that there was no room left to complain.,but everything be so professionally handle that there be no room leave to complain .,room leave,-0.625471,4,Mar-18,0.14992,0.173095,0.081305,0.39722,0.449453,0.018158925,1033,0.625471,0.052996517,0.001458789,502 days 00:00:00.000000000,2.852086286,facility
8,1029,1252,ibis Bengaluru Outer Ring Road Hotel,"As if the 'never say yes' attitude of staff was not enough, low light in the room was even more depressing!","as if the ' never say yes ' attitude of staff be not enough , low light in the room be even more depressing !",low light,-0.945857,8,Apr-18,0.010715,0.695611,0.279783,0.270564,0.036599,0.017835621,1029,0.945857,0.052052959,0.002917578,471 days 00:00:00.000000000,2.809926214,facility
9,1044,1270,ibis Bengaluru Outer Ring Road Hotel,"Very poor breakfast menu and the service from the hotel during my stay as the hotel room service food was poor and also the room size are extremely small considering the Rates they charge.

","very poor breakfast menu and the service from the hotel during my stay as the hotel room service food be poor and also the room size be extremely small consider the Rates they charge . 

",room size,-0.975754,4,Jun-17,0.106772,0.225754,0.190469,0.537905,0.254979,0.017334865,1044,0.975754,0.050591509,0.001458789,775 days 00:00:00.000000000,2.809906988,facility
10,1002,1223,ibis Bengaluru Outer Ring Road Hotel,"Shower pressure poor.

","Shower pressure poor . 

",Shower pressure,-0.943705,3,Jun-19,0.006819,0.290865,0.751624,0.104046,0.066207,0.018989556,1002,0.943705,0.0554207,0.001094092,45 days 00:00:00.000000000,2.795001361,facility
11,1047,1274,ibis Bengaluru Outer Ring Road Hotel,"Too small toilets
","too small toilet 
",small toilet,-0.845763,24,May-17,0.027389,0.091183,0.086405,0.8037,0.200827,0.018661141,1047,0.845763,0.054462226,0.008752735,806 days 00:00:00.000000000,2.717404849,facility
12,1010,1231,ibis Bengaluru Outer Ring Road Hotel,"There are other reviews that talk about the badly designed small rooms, lack of amenities etc.","there be oth review that talk about the badly design small room , lack of amenity etc .",small room,-0.895128,3,Dec-18,0.092478,0.108941,0.346791,0.214517,0.35669,0.018289085,1010,0.895128,0.053376387,0.001094092,227 days 00:00:00.000000000,2.67048088,facility
13,1037,1260,ibis Bengaluru Outer Ring Road Hotel,"The small gestures like an opening in the barricade for a faster security check at the airport when I travel with my 86 year old father, two extra bottles of water in the room when the housekeeping staff sees the many empty bottles of water I have used, a covered plate of dinner in the room when I land up late","the small gesture like an opening in the barricade for a fast security check at the airport when i travel with my 86 year old father , two extra bottle of water in the room when the housekeeping staff see the many empty bottle of water i have use , a cover plate of dinner in the room when i land up late",extra bottle of water,-0.349371,707,Apr-18,0.048866,0.374062,0.05938,0.283404,0.168449,0.017494265,1037,0.349371,0.051056718,0.257840992,471 days 00:00:00.000000000,2.655106559,facility
14,1018,1241,ibis Bengaluru Outer Ring Road Hotel,"- Half the lights in the room not working.
","- Half the light in the room not work . 
",light,-0.634611,1,Sep-18,0.042104,0.641016,0.366289,0.085096,0.040152,0.017910888,1018,0.634611,0.052272625,0.000364697,318 days 00:00:00.000000000,2.54185014,facility
15,1013,1235,ibis Bengaluru Outer Ring Road Hotel,"Maybe I wasn't informed that different kinds of small bugs have different advantages and you should have them all around you.

","maybe i be n't inform that different kind of small bug have different advantage and you should have them all around you . 

",different kind of small bug,-0.761232,3,Dec-18,0.182164,0.230736,0.180956,0.188077,0.351258,0.018491327,1013,0.761232,0.053966624,0.001094092,227 days 00:00:00.000000000,2.514405354,facility
16,1011,1232,ibis Bengaluru Outer Ring Road Hotel,Rooms and bathrooms are small and with no iron board.,room and bathroom be small and with no iron board .,iron board,-0.53638,67,Dec-18,0.168415,0.069051,0.246593,0.440249,0.190138,0.018036314,1011,0.53638,0.052638676,0.024434719,227 days 00:00:00.000000000,2.387318714,facility
17,1042,1268,ibis Bengaluru Outer Ring Road Hotel,"While the location is convenient, the rooms and the bathroom aren't.","while the location be convenient , the room and the bathroom be n't .",bathroom,-0.627325,3,Oct-17,0.072913,0.049152,0.232216,0.574405,0.164156,0.017707217,1042,0.627325,0.051678215,0.001094092,653 days 00:00:00.000000000,2.368521897,facility
18,1023,1246,ibis Bengaluru Outer Ring Road Hotel,"However the rooms were small , so small that for one additional family member you have to book additional rooms instead of placing additional bed in the room thus becoming expensive for accomodating one person.
","however the room be small , so small that for one additional family member you have to book additional room instead of place additional bed in the room thus become expensive for accomodate one person . 
",additional bed,-0.525313,171,Aug-18,0.239593,0.49925,0.172808,0.092465,0.147328,0.017877453,1023,0.525313,0.052175045,0.062363239,349 days 00:00:00.000000000,2.324728597,facility
19,998,1219,ibis Bengaluru Outer Ring Road Hotel,"I have seen bathroom floor was sticky,","i have see bathroom floor be sticky ,",bathroom floor,-0.482853,3,Jun-19,0.055327,0.07752,0.12796,0.486899,0.211072,0.018482557,998,0.482853,0.053941031,0.001094092,45 days 00:00:00.000000000,2.318325024,facility
20,1028,1251,ibis Bengaluru Outer Ring Road Hotel,"Our stay was for business, families would face problem as the size of the rooms are small.","our stay be for busines , family would face problem as the size of the room be small .",size of the room,-0.73889,1,Apr-18,0.125933,0.54314,0.168202,0.206243,0.09142,0.017598654,1028,0.73889,0.051361375,0.000364697,471 days 00:00:00.000000000,2.311154282,facility
21,1030,1253,ibis Bengaluru Outer Ring Road Hotel,"I thought the rates for the dinner / food were little on the higher side which if IBIS can work out, it will really please the customers.

","i think the rate for the dinner / food be little on the high side which if IBIS can work out , it will really please the customer . 

",high side,-0.580158,35,Apr-18,0.149941,0.222533,0.337911,0.318868,0.101493,0.018029446,1030,0.580158,0.052618633,0.012764406,471 days 00:00:00.000000000,2.292141215,facility
22,1015,1237,ibis Bengaluru Outer Ring Road Hotel,Got soft bed converted to hard in a jiffy.,get soft bed convert to hard in a jiffy .,soft bed convert,-0.33761,16,Nov-18,0.135361,0.620927,0.17702,0.057888,0.102882,0.018686903,1015,0.33761,0.05453741,0.005835157,257 days 00:00:00.000000000,2.285553574,facility
23,1040,1265,ibis Bengaluru Outer Ring Road Hotel,"Room was booked for a couple and kid, but size of room and bed was barely enough for a couple.","Room be book for a couple and kid , but size of room and bed be barely enough for a couple .",size of room,-0.848778,1,Nov-17,0.247776,0.367706,0.230044,0.145299,0.203405,0.017750429,1040,0.848778,0.051804327,0.000364697,622 days 00:00:00.000000000,2.266309795,facility
